ANNO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE COMUNE;COMUNE;MASCHI;FEMMINE;TOTALE
2018;110;MARCHE               ;201;ASUR;042037;POGGIO SAN MARCELLO                     ;332;339;671
2018;110;MARCHE               ;201;ASUR;042038;POLVERIGI                               ;2.274;2.278;4.552
2018;110;MARCHE               ;201;ASUR;042040;ROSORA                                  ;948;1.002;1.950
2018;110;MARCHE               ;201;ASUR;042041;SAN MARCELLO                            ;991;1.017;2.008
2018;110;MARCHE               ;201;ASUR;042042;SAN PAOLO DI JESI                       ;436;480;916
2018;110;MARCHE               ;201;ASUR;042043;SANTA MARIA NUOVA                       ;2.002;2.095;4.097
2018;110;MARCHE               ;201;ASUR;042044;SASSOFERRATO                            ;3.431;3.639;7.070
2018;110;MARCHE               ;201;ASUR;042045;SENIGALLIA                              ;21.341;23.279;44.620
2018;110;MARCHE               ;201;ASUR;042046;SERRA DE'CONTI                          ;1.853;1.884;3.737
2018;110;MARCHE               ;201;ASUR;042047;SERRA SAN QUIRICO                       ;1.294;1.465;2.759
2018;110;MARCHE               ;201;ASUR;042048;SIROLO                                  ;1.941;2.122;4.063
2018;110;MARCHE               ;201;ASUR;042049;STAFFOLO                                ;1.077;1.134;2.211
2018;110;MARCHE               ;201;ASUR;042050;TRECASTELLI;3.771;3.798;7.569
2018;110;MARCHE               ;201;ASUR;043002;APIRO                                   ;1.048;1.148;2.196
2018;110;MARCHE               ;201;ASUR;043003;APPIGNANO                               ;2.010;2.145;4.155
2018;110;MARCHE               ;201;ASUR;043004;BELFORTE DEL CHIENTI                    ;943;961;1.904
2018;110;MARCHE               ;201;ASUR;043005;BOLOGNOLA                               ;76;65;141
2018;110;MARCHE               ;201;ASUR;043006;CALDAROLA                               ;835;875;1.710
2018;110;MARCHE               ;201;ASUR;043007;CAMERINO                                ;3.360;3.492;6.852
2018;110;MARCHE               ;201;ASUR;043008;CAMPOROTONDO DI FIASTRONE               ;246;279;525
2018;110;MARCHE               ;201;ASUR;043009;CASTELRAIMONDO                          ;2.166;2.283;4.449
2018;110;MARCHE               ;201;ASUR;043010;CASTELSANTANGELO SUL NERA               ;134;115;249
2018;110;MARCHE               ;201;ASUR;043011;CESSAPALOMBO                            ;228;254;482
2018;110;MARCHE               ;201;ASUR;043012;CINGOLI                                 ;4.886;5.196;10.082
2018;110;MARCHE               ;201;ASUR;043013;CIVITANOVA MARCHE                       ;20.274;22.202;42.476
2018;110;MARCHE               ;201;ASUR;043014;COLMURANO                               ;610;614;1.224
2018;110;MARCHE               ;201;ASUR;043015;CORRIDONIA                              ;7.454;7.758;15.212
2018;110;MARCHE               ;201;ASUR;043016;ESANATOGLIA                             ;903;1.020;1.923
2018;110;MARCHE               ;201;ASUR;043017;FIASTRA                                 ;340;323;663
2018;110;MARCHE               ;201;ASUR;043019;FIUMINATA                               ;637;680;1.317
2018;110;MARCHE               ;201;ASUR;043020;GAGLIOLE                                ;305;294;599
2018;110;MARCHE               ;201;ASUR;043021;GUALDO                                  ;381;393;774
2018;110;MARCHE               ;201;ASUR;043022;LORO PICENO                             ;1.105;1.198;2.303
2018;110;MARCHE               ;201;ASUR;043023;MACERATA                                ;19.670;21.844;41.514
2018;110;MARCHE               ;201;ASUR;043024;MATELICA                                ;4.650;4.962;9.612
2018;110;MARCHE               ;201;ASUR;043025;MOGLIANO                                ;2.251;2.320;4.571
2018;110;MARCHE               ;201;ASUR;043026;MONTECASSIANO                           ;3.465;3.589;7.054
2018;110;MARCHE               ;201;ASUR;043027;MONTE CAVALLO                           ;63;59;122
2018;110;MARCHE               ;201;ASUR;043028;MONTECOSARO                             ;3.561;3.666;7.227
2018;110;MARCHE               ;201;ASUR;043029;MONTEFANO                               ;1.667;1.733;3.400
2018;110;MARCHE               ;201;ASUR;043030;MONTELUPONE                             ;1.746;1.792;3.538
2018;110;MARCHE               ;201;ASUR;043031;MONTE SAN GIUSTO                        ;3.871;3.981;7.852
2018;110;MARCHE               ;201;ASUR;043032;MONTE SAN MARTINO                       ;371;363;734
2018;110;MARCHE               ;201;ASUR;043033;MORROVALLE                              ;5.014;5.064;10.078
2018;110;MARCHE               ;201;ASUR;043034;MUCCIA                                  ;423;455;878
2018;110;MARCHE               ;201;ASUR;043035;PENNA SAN GIOVANNI                      ;492;543;1.035
2018;110;MARCHE               ;201;ASUR;043036;PETRIOLO                                ;956;973;1.929
2018;110;MARCHE               ;201;ASUR;043038;PIEVE TORINA                            ;676;683;1.359
2018;110;MARCHE               ;201;ASUR;043039;PIORACO                                 ;505;557;1.062
2018;110;MARCHE               ;201;ASUR;043040;POGGIO SAN VICINO                       ;119;122;241
2018;110;MARCHE               ;201;ASUR;043041;POLLENZA                                ;3.176;3.299;6.475
2018;110;MARCHE               ;201;ASUR;043042;PORTO RECANATI                          ;6.468;6.073;12.541
2018;110;MARCHE               ;201;ASUR;043043;POTENZA PICENA                          ;7.718;8.132;15.850
2018;110;MARCHE               ;201;ASUR;043044;RECANATI                                ;10.205;10.892;21.097
2018;110;MARCHE               ;201;ASUR;043045;RIPE SAN GINESIO                        ;405;432;837
2018;110;MARCHE               ;201;ASUR;043046;SAN GINESIO                             ;1.601;1.677;3.278
2018;110;MARCHE               ;201;ASUR;043047;SAN SEVERINO MARCHE                     ;5.949;6.395;12.344
2018;110;MARCHE               ;201;ASUR;043048;SANT'ANGELO IN PONTANO                  ;648;713;1.361
2018;110;MARCHE               ;201;ASUR;043049;SARNANO                                 ;1.522;1.657;3.179
2018;110;MARCHE               ;201;ASUR;043050;SEFRO                                   ;223;215;438
2018;110;MARCHE               ;201;ASUR;043051;SERRAPETRONA                            ;450;472;922
2018;110;MARCHE               ;201;ASUR;043052;SERRAVALLE DI CHIENTI                   ;522;487;1.009
2018;110;MARCHE               ;201;ASUR;043053;TOLENTINO                               ;9.267;9.846;19.113
2018;110;MARCHE               ;201;ASUR;043054;TREIA                                   ;4.548;4.707;9.255
2018;110;MARCHE               ;201;ASUR;043055;URBISAGLIA                              ;1.280;1.271;2.551
2018;110;MARCHE               ;201;ASUR;043056;USSITA                                  ;197;212;409
2018;110;MARCHE               ;201;ASUR;043057;VISSO                                   ;504;558;1.062
2018;110;MARCHE               ;201;ASUR;043058;VALFORNACE;508;507;1.015
2018;110;MARCHE               ;201;ASUR;044001;ACQUASANTA TERME                        ;1.344;1.352;2.696
2018;110;MARCHE               ;201;ASUR;044002;ACQUAVIVA PICENA                        ;1.841;1.906;3.747
2018;110;MARCHE               ;201;ASUR;044005;APPIGNANO DEL TRONTO                    ;843;885;1.728
2018;110;MARCHE               ;201;ASUR;044006;ARQUATA DEL TRONTO                      ;549;538;1.087
2018;110;MARCHE               ;201;ASUR;044007;ASCOLI PICENO                           ;23.189;24.980;48.169
2018;110;MARCHE               ;201;ASUR;044010;CARASSAI                                ;497;521;1.018
2018;110;MARCHE               ;201;ASUR;044011;CASTEL DI LAMA                          ;4.244;4.345;8.589
2018;110;MARCHE               ;201;ASUR;044012;CASTIGNANO                              ;1.332;1.377;2.709
2018;110;MARCHE               ;201;ASUR;044013;CASTORANO                               ;1.140;1.175;2.315
2018;110;MARCHE               ;201;ASUR;044014;COLLI DEL TRONTO                        ;1.821;1.896;3.717
2018;110;MARCHE               ;201;ASUR;044015;COMUNANZA                               ;1.526;1.530;3.056
2018;110;MARCHE               ;201;ASUR;044016;COSSIGNANO                              ;442;480;922
2018;110;MARCHE               ;201;ASUR;044017;CUPRA MARITTIMA                         ;2.571;2.790;5.361
2018;110;MARCHE               ;201;ASUR;044020;FOLIGNANO                               ;4.563;4.575;9.138
2018;110;MARCHE               ;201;ASUR;044021;FORCE                                   ;622;627;1.249
2018;110;MARCHE               ;201;ASUR;044023;GROTTAMMARE                             ;7.664;8.409;16.073
2018;110;MARCHE               ;201;ASUR;044027;MALTIGNANO                              ;1.153;1.184;2.337
2018;110;MARCHE               ;201;ASUR;044029;MASSIGNANO                              ;818;833;1.651
2018;110;MARCHE               ;201;ASUR;044031;MONSAMPOLO DEL TRONTO                   ;2.298;2.293;4.591
2018;110;MARCHE               ;201;ASUR;044032;MONTALTO DELLE MARCHE                   ;933;1.104;2.037
2018;110;MARCHE               ;201;ASUR;044034;MONTEDINOVE                             ;284;226;510
2018;110;MARCHE               ;201;ASUR;044036;MONTEFIORE DELL'ASO                     ;993;1.040;2.033
2018;110;MARCHE               ;201;ASUR;044038;MONTEGALLO                              ;252;224;476
2018;110;MARCHE               ;201;ASUR;044044;MONTEMONACO                             ;272;279;551
2018;110;MARCHE               ;201;ASUR;044045;MONTEPRANDONE                           ;6.286;6.422;12.708
2018;110;MARCHE               ;201;ASUR;044054;OFFIDA                                  ;2.414;2.513;4.927
2018;110;MARCHE               ;201;ASUR;044056;PALMIANO                                ;85;100;185
2018;110;MARCHE               ;201;ASUR;044063;RIPATRANSONE                            ;2.061;2.141;4.202
2018;110;MARCHE               ;201;ASUR;044064;ROCCAFLUVIONE                           ;997;970;1.967
2018;110;MARCHE               ;201;ASUR;044065;ROTELLA                                 ;420;429;849
2018;110;MARCHE               ;201;ASUR;044066;SAN BENEDETTO DEL TRONTO                ;22.346;24.984;47.330
2018;110;MARCHE               ;201;ASUR;044071;SPINETOLI                               ;3.530;3.724;7.254
2018;110;MARCHE               ;201;ASUR;044073;VENAROTTA                               ;982;1.015;1.997
2018;110;MARCHE               ;201;ASUR;109001;ALTIDONA;1.712;1.789;3.501
2018;110;MARCHE               ;201;ASUR;109002;AMANDOLA;1.714;1.799;3.513
2018;110;MARCHE               ;201;ASUR;109003;BELMONTE PICENO;302;324;626
2018;110;MARCHE               ;201;ASUR;109004;CAMPOFILONE;960;952;1.912
2018;110;MARCHE               ;201;ASUR;109005;FALERONE;1.645;1.640;3.285
2018;110;MARCHE               ;201;ASUR;109006;FERMO;17.944;19.175;37.119
2018;110;MARCHE               ;201;ASUR;109007;FRANCAVILLA D'ETE;468;466;934
2018;110;MARCHE               ;201;ASUR;109008;GROTTAZZOLINA;1.579;1.742;3.321
2018;110;MARCHE               ;201;ASUR;109009;LAPEDONA;582;594;1.176
2018;110;MARCHE               ;201;ASUR;109010;MAGLIANO DI TENNA;712;718;1.430
2018;110;MARCHE               ;201;ASUR;109011;MASSA FERMANA;448;489;937
2018;110;MARCHE               ;201;ASUR;109012;MONSAMPIETRO MORICO;318;316;634
2018;110;MARCHE               ;201;ASUR;109013;MONTAPPONE;795;873;1.668
2018;110;MARCHE               ;201;ASUR;109014;MONTEFALCONE APPENNINO;201;206;407
2018;110;MARCHE               ;201;ASUR;109015;MONTEFORTINO;561;562;1.123
2018;110;MARCHE               ;201;ASUR;109016;MONTE GIBERTO;388;387;775
2018;110;MARCHE               ;201;ASUR;109017;MONTEGIORGIO;3.269;3.433;6.702
2018;110;MARCHE               ;201;ASUR;109018;MONTEGRANARO;6.412;6.500;12.912
2018;110;MARCHE               ;201;ASUR;109019;MONTELEONE DI FERMO;201;169;370
2018;110;MARCHE               ;201;ASUR;109020;MONTELPARO;378;371;749
2018;110;MARCHE               ;201;ASUR;109021;MONTE RINALDO;180;172;352
2018;110;MARCHE               ;201;ASUR;109022;MONTERUBBIANO;1.043;1.124;2.167
2018;110;MARCHE               ;201;ASUR;109023;MONTE SAN PIETRANGELI;1.153;1.226;2.379
2018;110;MARCHE               ;201;ASUR;109024;MONTE URANO;4.040;4.078;8.118
2018;110;MARCHE               ;201;ASUR;109025;MONTE VIDON COMBATTE;194;232;426
2018;110;MARCHE               ;201;ASUR;109026;MONTE VIDON CORRADO;338;356;694
2018;110;MARCHE               ;201;ASUR;109027;MONTOTTONE;440;490;930
2018;110;MARCHE               ;201;ASUR;109028;MORESCO;272;287;559
2018;110;MARCHE               ;201;ASUR;109029;ORTEZZANO;378;380;758
2018;110;MARCHE               ;201;ASUR;109030;PEDASO;1.374;1.480;2.854
2018;110;MARCHE               ;201;ASUR;109031;PETRITOLI;1.111;1.169;2.280
2018;110;MARCHE               ;201;ASUR;109032;PONZANO DI FERMO;838;829;1.667
2018;110;MARCHE               ;201;ASUR;109033;PORTO SAN GIORGIO;7.565;8.514;16.079
2018;110;MARCHE               ;201;ASUR;109034;PORTO SANT'ELPIDIO;12.824;13.515;26.339
2018;110;MARCHE               ;201;ASUR;109035;RAPAGNANO;1.003;1.018;2.021
2018;110;MARCHE               ;201;ASUR;109036;SANTA VITTORIA IN MATENANO;637;673;1.310
2018;110;MARCHE               ;201;ASUR;109037;SANT'ELPIDIO A MARE;8.511;8.655;17.166
2018;110;MARCHE               ;201;ASUR;109038;SERVIGLIANO;1.134;1.136;2.270
2018;110;MARCHE               ;201;ASUR;109039;SMERILLO;181;171;352
2018;110;MARCHE               ;201;ASUR;109040;TORRE SAN PATRIZIO;984;1.001;1.985
2018;120;LAZIO                ;109;VITERBO;056001;ACQUAPENDENTE                           ;2.653;2.781;5.434
2018;120;LAZIO                ;109;VITERBO;056002;ARLENA DI CASTRO                        ;442;413;855
2018;120;LAZIO                ;109;VITERBO;056003;BAGNOREGIO                              ;1.727;1.870;3.597
2018;120;LAZIO                ;109;VITERBO;056004;BARBARANO ROMANO                        ;535;534;1.069
2018;120;LAZIO                ;109;VITERBO;056005;BASSANO ROMANO                          ;2.388;2.403;4.791
2018;120;LAZIO                ;109;VITERBO;056006;BASSANO IN TEVERINA                     ;632;636;1.268
2018;120;LAZIO                ;109;VITERBO;056007;BLERA                                   ;1.618;1.637;3.255
2018;120;LAZIO                ;109;VITERBO;056008;BOLSENA                                 ;1.874;2.043;3.917
2018;120;LAZIO                ;109;VITERBO;056009;BOMARZO                                 ;910;885;1.795
2018;120;LAZIO                ;109;VITERBO;056010;CALCATA                                 ;448;462;910
2018;120;LAZIO                ;109;VITERBO;056011;CANEPINA                                ;1.501;1.518;3.019
2018;120;LAZIO                ;109;VITERBO;056012;CANINO                                  ;2.668;2.618;5.286
2018;120;LAZIO                ;109;VITERBO;056013;CAPODIMONTE                             ;832;862;1.694
2018;120;LAZIO                ;109;VITERBO;056014;CAPRANICA                               ;3.137;3.305;6.442
2018;120;LAZIO                ;109;VITERBO;056015;CAPRAROLA                               ;2.628;2.738;5.366
2018;120;LAZIO                ;109;VITERBO;056016;CARBOGNANO                              ;943;1.028;1.971
2018;120;LAZIO                ;109;VITERBO;056017;CASTEL SANT'ELIA                        ;1.284;1.310;2.594
2018;120;LAZIO                ;109;VITERBO;056018;CASTIGLIONE IN TEVERINA                 ;1.133;1.186;2.319
2018;120;LAZIO                ;109;VITERBO;056019;CELLENO                                 ;636;672;1.308
2018;120;LAZIO                ;109;VITERBO;056020;CELLERE                                 ;561;581;1.142
2018;120;LAZIO                ;109;VITERBO;056021;CIVITA CASTELLANA                       ;7.838;8.333;16.171
2018;120;LAZIO                ;109;VITERBO;056022;CIVITELLA D'AGLIANO                     ;761;811;1.572
2018;120;LAZIO                ;109;VITERBO;056023;CORCHIANO                               ;1.876;1.862;3.738
2018;120;LAZIO                ;109;VITERBO;056024;FABRICA DI ROMA                         ;4.112;4.163;8.275
2018;120;LAZIO                ;109;VITERBO;056025;FALERIA                                 ;1.072;1.078;2.150
2018;120;LAZIO                ;109;VITERBO;056026;FARNESE                                 ;707;759;1.466
2018;120;LAZIO                ;109;VITERBO;056027;GALLESE                                 ;1.356;1.460;2.816
2018;120;LAZIO                ;109;VITERBO;056028;GRADOLI                                 ;646;677;1.323
2018;120;LAZIO                ;109;VITERBO;056029;GRAFFIGNANO                             ;1.096;1.108;2.204
2018;120;LAZIO                ;109;VITERBO;056030;GROTTE DI CASTRO                        ;1.305;1.300;2.605
2018;120;LAZIO                ;109;VITERBO;056031;ISCHIA DI CASTRO                        ;1.081;1.178;2.259
2018;120;LAZIO                ;109;VITERBO;056032;LATERA                                  ;428;383;811
2018;120;LAZIO                ;109;VITERBO;056033;LUBRIANO                                ;432;463;895
2018;120;LAZIO                ;109;VITERBO;056034;MARTA                                   ;1.634;1.761;3.395
2018;120;LAZIO                ;109;VITERBO;056035;MONTALTO DI CASTRO                      ;4.477;4.488;8.965
2018;120;LAZIO                ;109;VITERBO;056036;MONTEFIASCONE                           ;6.495;6.892;13.387
2018;120;LAZIO                ;109;VITERBO;056037;MONTE ROMANO                            ;982;984;1.966
2018;120;LAZIO                ;109;VITERBO;056038;MONTEROSI                               ;2.333;2.304;4.637
2018;120;LAZIO                ;109;VITERBO;056039;NEPI                                    ;4.665;4.829;9.494
2018;120;LAZIO                ;109;VITERBO;056040;ONANO                                   ;489;487;976
2018;120;LAZIO                ;109;VITERBO;056041;ORIOLO ROMANO                           ;1.910;1.909;3.819
2018;120;LAZIO                ;109;VITERBO;056042;ORTE                                    ;4.317;4.525;8.842
2018;120;LAZIO                ;109;VITERBO;056043;PIANSANO                                ;1.009;963;1.972
2018;120;LAZIO                ;109;VITERBO;056044;PROCENO                                 ;306;267;573
2018;120;LAZIO                ;109;VITERBO;056045;RONCIGLIONE                             ;4.240;4.293;8.533
2018;120;LAZIO                ;109;VITERBO;056046;VILLA SAN GIOVANNI IN TUSCIA            ;617;636;1.253
2018;120;LAZIO                ;109;VITERBO;056047;SAN LORENZO NUOVO                       ;1.042;1.065;2.107
2018;120;LAZIO                ;109;VITERBO;056048;SORIANO NEL CIMINO                      ;3.998;4.176;8.174
2018;120;LAZIO                ;109;VITERBO;056049;SUTRI                                   ;3.300;3.363;6.663
2018;120;LAZIO                ;109;VITERBO;056050;TARQUINIA                               ;7.844;8.396;16.240
2018;120;LAZIO                ;109;VITERBO;056051;TESSENNANO                              ;169;154;323
2018;120;LAZIO                ;109;VITERBO;056052;TUSCANIA                                ;4.047;4.317;8.364
2018;120;LAZIO                ;109;VITERBO;056053;VALENTANO                               ;1.417;1.425;2.842
2018;120;LAZIO                ;109;VITERBO;056054;VALLERANO                               ;1.257;1.291;2.548
2018;120;LAZIO                ;109;VITERBO;056055;VASANELLO                               ;1.960;2.048;4.008
2018;120;LAZIO                ;109;VITERBO;056056;VEJANO                                  ;1.092;1.126;2.218
2018;120;LAZIO                ;109;VITERBO;056057;VETRALLA                                ;6.821;7.157;13.978
2018;120;LAZIO                ;109;VITERBO;056058;VIGNANELLO                              ;2.247;2.264;4.511
2018;120;LAZIO                ;109;VITERBO;056059;VITERBO                                 ;32.714;34.967;67.681
2018;120;LAZIO                ;109;VITERBO;056060;VITORCHIANO                             ;2.585;2.659;5.244
2018;120;LAZIO                ;110;RIETI;057001;ACCUMOLI                                ;318;294;612
2018;120;LAZIO                ;110;RIETI;057002;AMATRICE                                ;1.320;1.164;2.484
2018;120;LAZIO                ;110;RIETI;057003;ANTRODOCO                               ;1.258;1.217;2.475
2018;120;LAZIO                ;110;RIETI;057004;ASCREA                                  ;131;109;240
2018;120;LAZIO                ;110;RIETI;057005;BELMONTE IN SABINA                      ;317;299;616
2018;120;LAZIO                ;110;RIETI;057006;BORBONA                                 ;304;297;601
2018;120;LAZIO                ;110;RIETI;057007;BORGOROSE                               ;2.292;2.143;4.435
2018;120;LAZIO                ;110;RIETI;057008;BORGO VELINO                            ;443;502;945
2018;120;LAZIO                ;110;RIETI;057009;CANTALICE                               ;1.305;1.319;2.624
2018;120;LAZIO                ;110;RIETI;057010;CANTALUPO IN SABINA                     ;826;840;1.666
2018;120;LAZIO                ;110;RIETI;057011;CASAPROTA                               ;365;369;734
2018;120;LAZIO                ;110;RIETI;057012;CASPERIA                                ;595;655;1.250
2018;120;LAZIO                ;110;RIETI;057013;CASTEL DI TORA                          ;152;120;272
2018;120;LAZIO                ;110;RIETI;057014;CASTELNUOVO DI FARFA                    ;515;516;1.031
2018;120;LAZIO                ;110;RIETI;057015;CASTEL SANT'ANGELO                      ;660;650;1.310
2018;120;LAZIO                ;110;RIETI;057016;CITTADUCALE                             ;3.275;3.427;6.702
2018;120;LAZIO                ;110;RIETI;057017;CITTAREALE                              ;240;205;445
2018;120;LAZIO                ;110;RIETI;057018;COLLALTO SABINO                         ;206;194;400
2018;120;LAZIO                ;110;RIETI;057019;COLLE DI TORA                           ;190;169;359
2018;120;LAZIO                ;110;RIETI;057020;COLLEGIOVE                              ;84;68;152
2018;120;LAZIO                ;110;RIETI;057021;COLLEVECCHIO                            ;768;776;1.544
2018;120;LAZIO                ;110;RIETI;057022;COLLI SUL VELINO                        ;242;255;497
2018;120;LAZIO                ;110;RIETI;057023;CONCERVIANO                             ;127;144;271
2018;120;LAZIO                ;110;RIETI;057024;CONFIGNI                                ;293;288;581
2018;120;LAZIO                ;110;RIETI;057025;CONTIGLIANO                             ;1.939;1.957;3.896
2018;120;LAZIO                ;110;RIETI;057026;COTTANELLO                              ;290;246;536
2018;120;LAZIO                ;110;RIETI;057027;FARA IN SABINA                          ;6.853;7.027;13.880
2018;120;LAZIO                ;110;RIETI;057028;FIAMIGNANO                              ;677;622;1.299
2018;120;LAZIO                ;110;RIETI;057029;FORANO                                  ;1.603;1.566;3.169
2018;120;LAZIO                ;110;RIETI;057030;FRASSO SABINO                           ;359;365;724
2018;120;LAZIO                ;110;RIETI;057031;GRECCIO                                 ;762;788;1.550
2018;120;LAZIO                ;110;RIETI;057032;LABRO                                   ;170;191;361
2018;120;LAZIO                ;110;RIETI;057033;LEONESSA                                ;1.174;1.154;2.328
2018;120;LAZIO                ;110;RIETI;057034;LONGONE SABINO                          ;281;273;554
2018;120;LAZIO                ;110;RIETI;057035;MAGLIANO SABINA                         ;1.800;1.892;3.692
2018;120;LAZIO                ;110;RIETI;057036;MARCETELLI                              ;39;34;73
2018;120;LAZIO                ;110;RIETI;057037;MICIGLIANO                              ;71;59;130
2018;120;LAZIO                ;110;RIETI;057038;MOMPEO                                  ;242;256;498
2018;120;LAZIO                ;110;RIETI;057039;MONTASOLA                               ;211;180;391
2018;120;LAZIO                ;110;RIETI;057040;MONTEBUONO                              ;441;435;876
2018;120;LAZIO                ;110;RIETI;057041;MONTELEONE SABINO                       ;588;610;1.198
2018;120;LAZIO                ;110;RIETI;057042;MONTENERO SABINO                        ;148;139;287
2018;120;LAZIO                ;110;RIETI;057043;MONTE SAN GIOVANNI IN SABINA            ;350;322;672
2018;120;LAZIO                ;110;RIETI;057044;MONTOPOLI DI SABINA                     ;2.017;2.057;4.074
2018;120;LAZIO                ;110;RIETI;057045;MORRO REATINO                           ;173;170;343
2018;120;LAZIO                ;110;RIETI;057046;NESPOLO                                 ;115;97;212
2018;120;LAZIO                ;110;RIETI;057047;ORVINIO                                 ;208;175;383
2018;120;LAZIO                ;110;RIETI;057048;PAGANICO                                ;84;82;166
2018;120;LAZIO                ;110;RIETI;057049;PESCOROCCHIANO                          ;1.024;994;2.018
2018;120;LAZIO                ;110;RIETI;057050;PETRELLA SALTO                          ;605;525;1.130
2018;120;LAZIO                ;110;RIETI;057051;POGGIO BUSTONE                          ;1.011;1.004;2.015
2018;120;LAZIO                ;110;RIETI;057052;POGGIO CATINO                           ;619;653;1.272
2018;120;LAZIO                ;110;RIETI;057053;POGGIO MIRTETO                          ;3.137;3.273;6.410
2018;120;LAZIO                ;110;RIETI;057054;POGGIO MOIANO                           ;1.312;1.354;2.666
2018;120;LAZIO                ;110;RIETI;057055;POGGIO NATIVO                           ;1.306;1.243;2.549
2018;120;LAZIO                ;110;RIETI;057056;POGGIO SAN LORENZO                      ;285;253;538
2018;120;LAZIO                ;110;RIETI;057057;POSTA                                   ;338;297;635
2018;120;LAZIO                ;110;RIETI;057058;POZZAGLIA SABINA;162;161;323
2018;120;LAZIO                ;110;RIETI;057059;RIETI                                   ;22.570;24.579;47.149
2018;120;LAZIO                ;110;RIETI;057060;RIVODUTRI                               ;595;604;1.199
2018;120;LAZIO                ;110;RIETI;057061;ROCCANTICA                              ;271;282;553
2018;120;LAZIO                ;110;RIETI;057062;ROCCA SINIBALDA                         ;409;369;778
2018;120;LAZIO                ;110;RIETI;057063;SALISANO                                ;262;287;549
2018;120;LAZIO                ;110;RIETI;057064;SCANDRIGLIA                             ;1.624;1.524;3.148
2018;120;LAZIO                ;110;RIETI;057065;SELCI                                   ;542;558;1.100
2018;120;LAZIO                ;110;RIETI;057066;STIMIGLIANO                             ;1.137;1.149;2.286
2018;120;LAZIO                ;110;RIETI;057067;TARANO                                  ;691;729;1.420
2018;120;LAZIO                ;110;RIETI;057068;TOFFIA                                  ;517;502;1.019
2018;120;LAZIO                ;110;RIETI;057069;TORRICELLA IN SABINA                    ;687;652;1.339
2018;120;LAZIO                ;110;RIETI;057070;TORRI IN SABINA                         ;633;592;1.225
2018;120;LAZIO                ;110;RIETI;057071;TURANIA                                 ;136;94;230
2018;120;LAZIO                ;110;RIETI;057072;VACONE                                  ;119;118;237
2018;120;LAZIO                ;110;RIETI;057073;VARCO SABINO                            ;94;83;177
2018;120;LAZIO                ;111;LATINA;059001;APRILIA                                 ;36.928;37.732;74.660
2018;120;LAZIO                ;111;LATINA;059002;BASSIANO                                ;772;736;1.508
2018;120;LAZIO                ;111;LATINA;059003;CAMPODIMELE                             ;323;282;605
2018;120;LAZIO                ;111;LATINA;059004;CASTELFORTE                             ;2.009;2.180;4.189
2018;120;LAZIO                ;111;LATINA;059005;CISTERNA DI LATINA                      ;18.399;18.731;37.130
2018;120;LAZIO                ;111;LATINA;059006;CORI                                    ;5.361;5.497;10.858
2018;120;LAZIO                ;111;LATINA;059007;FONDI                                   ;19.867;19.959;39.826
2018;120;LAZIO                ;111;LATINA;059008;FORMIA                                  ;18.259;19.846;38.105
2018;120;LAZIO                ;111;LATINA;059009;GAETA                                   ;9.787;10.574;20.361
2018;120;LAZIO                ;111;LATINA;059010;ITRI                                    ;5.485;5.321;10.806
2018;120;LAZIO                ;111;LATINA;059011;LATINA                                  ;61.708;65.038;126.746
2018;120;LAZIO                ;111;LATINA;059012;LENOLA                                  ;2.062;2.121;4.183
2018;120;LAZIO                ;111;LATINA;059013;MAENZA                                  ;1.534;1.562;3.096
2018;120;LAZIO                ;111;LATINA;059014;MINTURNO                                ;9.683;10.043;19.726
2018;120;LAZIO                ;111;LATINA;059015;MONTE SAN BIAGIO                        ;3.193;3.093;6.286
2018;120;LAZIO                ;111;LATINA;059016;NORMA                                   ;1.883;1.993;3.876
2018;120;LAZIO                ;111;LATINA;059017;PONTINIA                                ;7.500;7.445;14.945
2018;120;LAZIO                ;111;LATINA;059018;PONZA                                   ;1.743;1.633;3.376
2018;120;LAZIO                ;111;LATINA;059019;PRIVERNO                                ;6.993;7.303;14.296
2018;120;LAZIO                ;111;LATINA;059020;PROSSEDI                                ;627;579;1.206
2018;120;LAZIO                ;111;LATINA;059021;ROCCAGORGA                              ;2.136;2.222;4.358
2018;120;LAZIO                ;111;LATINA;059022;ROCCA MASSIMA                           ;571;530;1.101
2018;120;LAZIO                ;111;LATINA;059023;ROCCASECCA DEI VOLSCI                   ;592;561;1.153
2018;120;LAZIO                ;111;LATINA;059024;SABAUDIA                                ;10.581;9.883;20.464
2018;120;LAZIO                ;111;LATINA;059025;SAN FELICE CIRCEO                       ;5.238;4.896;10.134
2018;120;LAZIO                ;111;LATINA;059026;SANTI COSMA E DAMIANO                   ;3.433;3.510;6.943
2018;120;LAZIO                ;111;LATINA;059027;SERMONETA                               ;5.106;5.029;10.135
2018;120;LAZIO                ;111;LATINA;059028;SEZZE                                   ;12.481;12.430;24.911
2018;120;LAZIO                ;111;LATINA;059029;SONNINO                                 ;3.782;3.776;7.558
2018;120;LAZIO                ;111;LATINA;059030;SPERLONGA                               ;1.604;1.625;3.229
2018;120;LAZIO                ;111;LATINA;059031;SPIGNO SATURNIA                         ;1.413;1.502;2.915
2018;120;LAZIO                ;111;LATINA;059032;TERRACINA                               ;23.056;22.744;45.800
2018;120;LAZIO                ;111;LATINA;059033;VENTOTENE                               ;417;352;769
